# name-stuff given names
# format: name|gender|frequency|tags
#
Kamelya|F|1|1
Kamer|M|3|3
Kamil|M|6|6
Kamila|F|5|5
Kamile|F|4|4
Kamilja|F|3|3
Kamilla|F|4|4
Kamilya|F|4|4
Kamoliddin|M|4|4
Kamuran|U|3|3
Kanat|M|7|7
Kanatbek|M|1|1
Kardelen|F|2|2
Karim|M|3|3
Karima|F|3|3
Karina|F|4|4
Karlygash|F|5|5
Kartal|M|1|1
Kasim|M|4|4
Katibe|F|2|2
Katip|M|1|1
Katja|F|2|2
Katya|F|3|3
Kaya|M|4|4
Kayahan|M|1|1
Kayhan|M|2|2
Kazbek|M|2|2
Kazim|M|5|5
Kemal|M|7|7
Kemalettin|M|2|2
Kenan|M|6|6
Keramettin|M|1|1
Kerem|M|5|5
Kerim|M|4|4
Kevser|F|4|4
Kezban|F|5|5
Keziban|F|5|5
Khalida|F|2|2
Khilola|F|3|3
Kibar|M?|1|1
Kibariye|F|2|2
Kira|F|4|4
Kiraz|F|3|3
Kirill|M|5|5
Kivanc|M|3|3
Kiymet|F|4|4
Koksal|M|3|3
Konca|F|2|2
Konstantin|M|6|6
Koray|M|3|3
Korhan|M|2|2
Korkmaz|M|2|2
Korkut|M|1|1
Korlan|F|3|3
Kristina|F|3|3
Krymbek|M|1|1
Ksenia|F|2|2
Ksenja|F|2|2
Ksenya|F|2|2
Kuan|U|3|3
Kuanysh|M|5|5
Kuat|M|4|4
Kubilay|M|4|4
Kubra|F|5|5
Kuddusi|M|2|2
Kudret|M?|4|4
Kulu|M|1|1
Kulyash|F|4|4
Kuralay|F|5|5
Kuralbek|M|1|1
Kurban|M|2|2
Kurmanbek|M|1|1
Kursad|M|1|1
Kursat|M|3|3
Kurtulus|M|3|3
Kutay|M|1|1
Kutlu|M|1|1
Kutluhan|M|1|1
Kutsi|M|1|1
Kuzey|M|1|1
Lada|F|3|3
Laila|F|2|2
Lale|F|5|5
Lalehan|F|1|1
Lalizar|F|2|2
Lana|F|2|2
Larisa|F|6|6
Larissa|F|5|5
Latif|M|2|2
Latife|F|4|4
Laura|F|6|6
Layla|F|5|5
Laziza|F|3|3
Lazzat|F|3|3
Leila|F|5|5
Lejla|F|1|1
Leman|F|3|3
Lemi|M|1|1
Leonid|M|4|4
Lera|F|3|3
Lesbek|M|1|1
Lev|M|2|2
Levent|M|6|6
Leyla|F|7|7
Leyli|F|2|2
Lidia|F|2|2
Lidija|F|2|2
Lidiya|F|3|3
Lilia|F|5|5
Lilija|F|5|5
Liliya|F|6|6
Liman|M|1|1
Lina|F|2|2
Liubov|F|4|4
Liudmila|F|5|5
Liya|F|2|2
Liza|F|2|2
Ljubov|F|4|4
Ljudmila|F|5|5
Lobar|F|4|4
Lokman|M|3|3
Lola|F|5|5
Lolita|F|3|3
Luba|F|3|3
Lubov|F|5|5
Ludmila|F|5|5
Lutfi|M|3|3
Lutfiye|F|5|5
Lutfu|M|3|3
Lyailya|F|5|5
Lyazzat|F?|5|5
Lyubov|F|5|5
Lyudmila|F|5|5
Macide|F|2|2
Macit|M|1|1
Madi|M|3|3
Madina|F|7|7
Magomed|M|5|5
Mahbube|F|2|2
Mahfuz|M|1|1
Mahir|M|4|4
Mahmud|M|3|3
Mahmure|F|3|3
Mahmut|M|7|7
Maho|M|1|1
Mahsun|M|1|1
Mainura|F|1|1
Maira|F|5|5
Maiya|F|2|2
Makbule|F|5|5
Makpal|F|3|3
Maksat|M|5|5
Maksim|M|6|6
Maksut|M|1|1
Maksutbek|M|1|1
Malik|M|4|4
Malika|F|5|5
Mamurjon|M|4|4
Manshuk|F|4|4
Mansur|M|5|5
Manzura|F|3|3
Maral|F|5|5
Marat|M|8|8
Margarita|F|4|4
Margo|F|2|2
Maria|F|7|7
Mariana|F|1|1
Marianna|F|2|2
Marija|F|7|7
Marina|F|7|7
Mariya|F|7|7
Mariyam|F|3|3
Mark|M|2|2
Marlen|M|3|3
Marsel|M|3|3
Maruf|M|1|1
Marzhan|F|5|5
Mascha|F|2|2
Masha|F|2|2
Masud|M|2|2
Mavluda|F|3|3
Maxat|M|5|5
Maxim|M|6|6
Maya|F|4|4
Mayra|F|1|1
Mazlum|M|1|1
Mecbure|F|2|2
Mecit|M|2|2
Mecnun|M|1|1
Medet|M|4|4
Mediha|F|4|4
Medina|F|2|2
Medine|F|4|4
Mefkure|F|1|1
Mehmet|M|10|10
Mehran|M|2|2
Mehtap|F|5|5
Mehves|F|1|1
Melahat|F|5|5
Melda|F|4|4
Melehat|F|2|2
Melek|F|6|6
Melih|M|5|5
Meliha|F|6|6
Melihat|F|2|2
Melihcan|M|1|1
Melik|M|1|1
Melike|F|5|5
Melis|F|2|2
Melisa|F|4|4
Meltem|F|6|6
Memduh|M|1|1
Memis|M|1|1
Memnune|F|2|2
Menderes|M|2|2
Menekse|F|4|4
Meno|M|2|2
Mensure|F|2|2
Meral|F|6|6
Mercan|F|3|3
Mereke|F|3|3
Meric|F|4|4
Merih|M|3|3
Mert|M|5|5
Mertcan|M|2|2
Merter|M|1|1
Mertkan|M|1|1
Meruert|F|3|3
Meruyert|F|5|5
Merve|F|7|7
Meryem|F|7|7
Mesude|F|4|4
Mesure|F|2|2
Mesut|M|5|5
Mete|M|4|4
Metehan|M|2|2
Metin|M|7|7
Mevlude|F|3|3
Mevlut|M|4|4
Mevluthan|M|1|1
Mevser|F|1|1
Mevsur|U|1|1
Meydan|M|1|1
Michail|M|2|2
Mihail|M|3|3
Mihriban|F|4|4
Mihrican|F|2|2
Mikail|M|3|3
Mikhail|M|6|6
Miktat|M|3|3
Mila|F|3|3
Mine|F|6|6
Mira|F|4|4
Mirac|F|3|3
Miray|F|2|2
Mirhan|F?|1|1
Mirzhan|M|3|3
Mithat|M|3|3
Miyase|F|1|1
Mohammad|M|5|5
Mohigul|F|3|3
Mualla|F|3|3
Muammer|M|5|5
Muazzez|F|3|3
Muberra|F|1|1
Mucahit|M|2|2
Mucella|F|1|1
Mufit|M|2|2
Muge|F|4|4
Muhammed|M|5|5
Muhammer|M|2|2
Muhammet|M|5|5
Muharrem|M|5|5
Muhittin|M|4|4
Muhsin|M|4|4
Muhsine|F|2|2
Muhtar|M|1|1
Muhterem|F|2|2
Mujdat|M|2|2
Mujde|F|2|2
Mujgan|F|4|4
Mukadder|F|2|2
Mukaddes|F|3|3
Mukaram|M?|3|3
Mukerrem|U|2|2
Mukhayyo|F|3|3
Mukhtar|M|3|3
Mukremin|M|1|1
Mukrime|F|1|1
Mulkiye|F|2|2
Mumin|M|2|2
Mumtaz|M|1|1
Muna|F|2|2
Munevver|F|5|5
Munir|M|3|3
Munira|F|4|4
Munire|F|2|2
Munur|M|1|1
Murad|M|3|3
Murat|M|8|8
Muratbek|M|3|3
Muratcan|M|1|1
Murathan|M|1|1
Mursel|U|3|3
Mursude|F|2|2
Muruvvet|F|2|2
Murvet|F|3|3
Musa|M|6|6
Musat|M|1|1
Muserref|F|2|2
Muslum|M|5|5
Mustafa|M|9|9
Mutlu|U|3|3
Muttalip|M|1|1
Muyesser|F|3|3
Muzaffar|M|4|4
Muzaffer|M|6|6
Muzeyyen|F|5|5
Naci|M|4|4
Naciye|F|6|6
Nadezhda|F|6|6
Nadide|F|3|3
Nadir|M|4|4
Nadira|F|4|4
Nadire|F|4|4
Nadiye|F|4|4
Nadja|F|3|3
Nadya|F|3|3
Nafi|M|2|2
Nafiye|F|3|3
Nafiz|M|2|2
Nagehan|F|2|2
Nagi|M|1|1
Nagihan|F|4|4
Nagima|F|4|4
Nahide|F|4|4
Nahit|M|2|2
Nail|M|4|4
Naile|F|4|4
Nailja|F|4|4
Nailya|F|4|4
Naim|M|4|4
Naime|F|4|4
Nalan|F|5|5
Namik|M|4|4
Nargis|F|4|4
Nargiza|F|5|5
Nariman|U|4|4
Narin|F|2|2
Nasiba|F|3|3
Naside|F|1|1
Nasim|M|4|4
Nasit|M|1|1
Nasriddin|M|4|4
Nasuh|M|1|1
Natalia|F|6|6
Natalija|F|4|4
Nataliya|F|4|4
Natalja|F|8|8
Natalya|F|8|8
Natascha|F|5|5
Natasha|F|5|5
Natela|F|2|2
Naz|F|2|2
Nazan|F|5|5
Nazar|M|5|5
Nazgul|F|5|5
Nazif|M|2|2
Nazife|F|5|5
Nazik|M|3|3
Nazim|M|5|5
Nazima|F|1|1
Nazime|F|2|2
Nazir|M|2|2
Nazira|F|5|5
Nazire|F|4|4
Nazli|F|5|5
Nazmi|M|4|4
Nazmican|M|1|1
Nazmiye|F|5|5
Nazym|F|4|4
Nebahat|F|5|5
Nebi|M|2|2
Nebiha|F|2|2
Necaattin|M|1|1
Necat|M|2|2
Necati|M|5|5
Necattin|U|1|1
Necdet|M|4|4
Necibe|F|2|2
Necip|M|3|3
Necla|F|6|6
Necmettin|M|4|4
Necmi|M|4|4
Necmiye|F|4|4
Nedim|M|5|5
Nedime|F|2|2
Nefise|F|2|2
Nehal|F|1|1
Nehir|F|3|3
Nejat|M|3|3
Nejdet|M|3|3
Nejla|F|5|5
Neliha|F|1|1
Nelja|F|1|1
Nellya|F|2|2
Nelya|F|4|4
Nergis|F|2|2
Nergiz|F|4|4
Neriman|F|5|5
Nermin|F|6|6
Nesat|M|2|2
Nese|F|6|6
Neset|M|3|3
Nesibe|F|2|2
Nesim|M|1|1
Neslihan|F|5|5
Nesrin|F|6|6
Netice|F|1|1
Neval|F|3|3
Nevide|F|2|2
Nevil|M|1|1
Nevim|F|2|2
Nevin|F|6|6
Nevra|F|2|2
Nevriye|F|1|1
Nevruz|M|1|1
Nevzat|M|5|5
Nezahat|F|4|4
Nezaket|F|4|4
Nezih|M|1|1
Neziha|F|4|4
Nezihe|F|3|3
Nezir|M|2|2
Neziye|F|2|2
Nida|F|3|3
Nigar|F|4|4
Nigara|F|3|3
Night|F|1|1
Nigina|F|5|5
Nigmet|F|2|2
Nigora|F|6|6
Nihal|F|5|5
Nihan|F|4|4
Nihat|M|5|5
Nikita|M|3|3
Nikolai|M|6|6
Nikolaj|M|4|4
Nikolay|M|5|5
Nil|F|4|4
Nilay|F|4|4
Nilgul|F|1|1
Nilgun|F|6|6
Nilufar|F|5|5
Nilufer|F|6|6
Nimet|F|5|5
Nina|F|5|5
Ninel|F|2|2
Nirgul|F|1|1
Niyazi|M|4|4
Nizam|M|1|1
Nizamettin|M|3|3
Nodira|F|4|4
Nodirbek|M|4|4
Nokta|U|2|2
Noor|F?|3|3
Nora|F|4|4
Nozima|F|4|4
Nuh|M|3|3
Nuket|F|2|2
Numan|M|4|4
Nur|F|6|6
Nural|F|2|2
Nurali|M|3|3
Nuran|F|6|6
Nuray|F|6|6
Nurbanu|F|2|2
Nurbek|M|4|4
Nurbol|M|5|5
Nurcan|F|6|6
Nurdagul|F|1|1
Nurdan|F|4|4
Nurdane|F|2|2
Nurdogan|F?|1|1
Nurettin|M|5|5
Nurgul|F|4|4
Nurgul|F|5|5
Nurhan|F|5|5
Nurhayat|F|3|3
Nuri|M|5|5
Nuria|F|1|1
Nuriddin|M|4|4
Nuriye|F|5|5
Nurlan|M|7|7
Nursah|F|2|2
Nursal|F|1|1
Nursat|M|1|1
Nursel|F|4|4
Nursen|F|4|4
Nursultan|M|4|4
Nurten|F|6|6
Nurullah|M|3|3
Nurzhan|M|6|6
Nusret|M|3|3
Nusrettin|M|2|2
Odil|M|4|4
Ogul|M|1|1
Ogulcan|M|1|1
Ogun|M|2|2
Oguz|M|5|5
Oguzcan|M|1|1
Oguzhan|M|5|5
Okan|M|5|5
Okay|M|1|1
Okkes|M|1|1
Oksana|F|8|8
Oktam|M|4|4
Oktay|M|5|5
Okyay|M|1|1
Olcay|F?|4|4
Olcun|M|1|1
Oleg|M|7|7
Olesja|F|5|5
Olessja|F|5|5
Olessya|F|5|5
Olesya|F|5|5
Olga|F|9|9
Olgay|M|1|1
Olgun|M|1|1
Olmas|M|4|4
Olya|F|2|2
Olzhas|M|6|6
Omar|M|2|2
Omer|M|7|7
Omercan|M|1|1
Omur|U|4|4
Onan|M|1|1
Onat|M|2|2
Onay|M|1|1
Onder|M|5|5
Oner|M|2|2
Onur|M|6|6
Onuralp|M|1|1
Onurcan|M|1|1
Onurhan|M|1|1
Oral|M|2|2
Orcun|M|2|2
Orhan|M|7|7
Orhun|M|1|1
Orkan|M|1|1
Orkide|F|2|2
Orkun|M|3|3
Oruc|M|1|1
Osman|M|7|7
Otabek|M|5|5
Oxana|F|7|7
Oya|F|5|5
Oyku|F|3|3
Oytun|M|1|1
Ozan|M|5|5
Ozay|M|2|2
Ozcan|M|6|6
Ozdal|M|2|2
Ozdemir|M|1|1
Ozden|F|4|4
Ozen|M?|3|3
Ozer|M|4|4
Ozge|F|6|6
Ozgen|F?|3|3
Ozgenur|F|2|2
Ozgu|M|2|2
Ozgul|F|4|4
Ozgun|M|3|3
Ozgur|M|6|6
Ozhan|M|3|3
Ozkan|M|5|5
Ozlem|F|8|8
Ozmen|M|1|1
Oznur|F|4|4
Ozoda|F|3|3
Ozturk|M|2|2
Pakize|F|4|4
Parviz|M|2|2
Pavel|M|7|7
Pelin|F|5|5
Pelivan|M|1|1
Pembe|F|4|4
Perihan|F|6|6
Permin|F|2|2
Pervin|F|4|4
Petek|F|2|2
Petr|M|4|4
Petro|M|1|1
Peyman|M|2|2
Pinar|F|6|6
Polat|M|3|3
Rabi|M|1|1
Rabia|F|5|5
Rabiye|F|4|4
Rafael|M|4|4
Rafet|M|3|3
Rafiye|F|1|1
Ragip|M|3|3
Rahim|M|3|3
Rahima|F|1|1
Rahime|F|5|5
Rahmi|M|4|4
Raif|M|3|3
Raikhan|F|3|3
Raisa|F|4|4
Raissa|F|2|2
Rajan|M|1|1
Rakhiya|F|1|1
Ramazan|M|7|7
Ramiz|M|3|3
Rana|F|3|3
Rania|F|2|2
Rashid|M|5|5
Rashidbek|M|4|4
Rasim|M|4|4
Rasit|M|3|3
Rasul|M|2|2
Rauf|M|2|2
Raushan|F|5|5
Ravil|M|4|4
Ravshan|M|6|6
Razi|M|1|1
Razija|F?|2|2
Raziye|F|4|4
Recai|M|3|3
Recep|M|6|6
Refik|M|3|3
Refika|F|2|2
Refiye|F|3|3
Regina|F|3|3
Reha|M|1|1
Remzi|M|5|5
Remziye|F|5|5
Renan|F|1|1
Renat|M|5|5
Renata|F|2|2
Rengin|F|2|2
Resa|M|2|2
Resat|M|3|3
Resit|M|2|2
Resmiye|F|2|2
Resul|M|3|3
Reyhan|F|6|6
Rezan|F|2|2
Rezzan|F|3|3
Ridvan|M|4|4
Rifat|M|4|4
Rihan|F|2|2
Rimma|F|4|4
Rinat|M|5|5
Rita|F|2|2
Ritta|F|2|2
Riza|F|2|2
Riza|M|5|5
Roman|M|6|6
Rona|F|1|1
Rosa|F|4|4
Roza|F|4|4
Rufina|F|4|4
Ruhan|F|2|2
Ruhi|M|3|3
Rukiye|F|5|5
Rumen|M|2|2
Rumeysa|F|2|2
Rumeysa|F|3|3
Rusen|M|1|1
Ruslan|M|8|8
Rustam|M|7|7
Rustem|M|2|2
Rustem|M|6|6
Rustu|M|3|3
Ruveyda|F|2|2
Ruya|F|1|1
Ruzana|F|1|1
Ruzanna|F|2|2
Saadet|F|6|6
Saadettin|M|2|2
Sabahat|F|4|4
Sabahattin|M|3|3
Saban|M|5|5
Sabella|F|1|1
Sabiha|F|4|4
Sabina|F|5|5
Sabir|M|1|1
Sabire|F|2|2
Sabit|M|3|3
Sabiye|F|2|2
Sabri|M|5|5
Sabriye|F|4|4
Sacide|F|2|2
Sacit|M|1|1
Sadet|F|3|3
Sadettin|M|3|3
Sadi|M|4|4
Sadik|M|4|4
Sadiye|F|4|4
Sadulla|M|1|1
Sadullah|M|2|2
Saduman|F|1|1
Safa|F|1|1
Safak|M|4|4
Saffet|M?|2|2
Safiye|F|5|5
Sahap|M|1|1
Sahar|F|2|2
Sahika|F|2|2
Sahin|M|5|5
Sahire|F|2|2
Saibe|F|2|2
Said|M|4|4
Saida|F|5|5
Saide|F|2|2
Saim|M|3|3
Saime|F|5|5
Sait|M|4|4
Saken|M|5|5
Sakine|F|4|4
Sakineh|F|1|1
Sakir|M|4|4
Sakire|F|2|2
Salih|M|6|6
Saliha|F|5|5
Salihcan|M|1|1
Salihe|F|2|2
Salim|M|4|4
Salima|F|4|4
Salime|F|2|2
Saliye|F|1|1
Saltanat|F|6|6
Saltuk|M|1|1
Samat|M|3|3
Sambula|F|1|1
Samet|M|4|4
Sami|M|6|6
Samir|M|5|5
Sana|F|2|2
Sanam|F|1|1
Sandugash|F|4|4
Sanem|F|2|2
Saner|M|1|1
Saniya|F|2|2
Saniye|F|5|5
Sanjar|M|4|4
Sansin|M|2|2
Sanzhar|M|3|3
Sapar|M|1|1
Saparbek|M|1|1
Sara|F|4|4
Saray|U|2|2
Sardor|M|5|5
Sare|F|2|2
Sarina|F|1|1
Sariye|F|2|2
Sarp|M|2|2
Sarper|M|1|1
Saruhan|M|1|1
Sarvar|M|4|4
Sascha|M?|2|2
Sasha|M?|2|2
Sati|F|4|4
Satilmis|M|3|3
Saule|F|7|7
Savas|M|4|4
Saygin|M|1|1
Sayim|M|2|2
Sayime|F|1|1
Sazime|F|2|2
Saziment|F|2|2
Saziye|F|4|4
Scholpan|F|6|6
Sebahat|F|4|4
Sebahattin|M|4|4
Sebiha|F|3|3
Sebiye|F|2|2
Sebnem|F|4|4
Secil|F|3|3
Seckin|M?|3|3
Seda|F|6|6
Sedat|M|6|6
Sedef|F|4|4
Seden|F|1|1
Sefa|M|4|4
Sefer|M|2|2
Sefik|M|3|3
Sefika|F|4|4
Seher|F|6|6
Sehmus|M|1|1
Sehmuz|M|1|1
Sehnaz|F|1|1
Sehri|U|3|3
Sehriban|F|4|4
Selahattin|M|6|6
Selahittin|M|2|2
Selamet|F|2|2
Selami|M|4|4
Selay|F|2|2
Selcan|U|2|2
Selcuk|M|5|5
Selda|F|6|6
Selen|F|4|4
Selfinaz|F|1|1
Selim|M|6|6
Selime|F|3|3
Selin|F|5|5
Selma|F|8|8
Selman|M|3|3
Selmin|M|2|2
Selva|F|1|1
Selver|F?|3|3
Selvet|M|2|2
Selvi|F|3|3
Selvinaz|F|2|2
Sema|F|6|6
Semahat|F|1|1
Semanur|F|2|2
Semen|M|2|2
Semih|M|5|5
Semiha|F|5|5
Semir|M|2|2
Semira|F|3|3
Semire|F|1|1
Semiye|F|2|2
Semra|F|6|6
Semsettin|M|2|2
Semsi|M|2|2
Sena|F|5|5
Senay|F|5|5
Sencer|M|2|2
Senel|M|4|4
Senem|F|5|5
Sener|M|4|4
Sengul|F|6|6
Seniha|F|2|2
Seniz|F|2|2
Sennur|F|3|3
Senol|M|5|5
Senturk|M|2|2
Serafettin|M|4|4
Seral|F|1|1
Serap|F|6|6
Seray|F|4|4
Sercan|M|3|3
Sercay|M|1|1
Serdal|M|4|4
Serdar|M|6|6
Seref|M|4|4
Seren|F|2|2
Sergei|M|7|7
Sergej|M|7|7
Sergen|M|1|1
Sergey|M|9|9
Serhad|M|1|1
Serhan|M|3|3
Serhat|M|5|5
Serif|M|4|4
Serife|F|6|6
Serik|M|6|6
Serikzhan|M|3|3
Serin|F|2|2
Seringul|F|1|1
Serkan|M|6|6
Sermet|M|1|1
Sermin|F|3|3
Serpil|F|7|7
Serra|F|2|2
Sertac|M|2|2
Sertan|M|2|2
Servet|M|4|4
Seval|F|4|4
Sevan|M?|1|1
Sevara|F|5|5
Sevcan|F|2|2
Sevda|F|6|6
Sever|F|1|1
Sevgi|F|7|7
Sevgin|F|2|2
Sevil|F|5|5
Sevilay|F|5|5
Sevim|F|7|7
Sevinc|F|5|5
Seviye|F|2|2
Sevket|M|5|5
Sevki|M|2|2
Sevkinaz|F|2|2
Sevkiye|F|2|2
Sevli|F|2|2
Sevtap|F|4|4
Sevval|F|2|2
Seyda|F|4|4
Seydi|M|2|2
Seyfettin|M|4|4
Seyfi|M|2|2
Seyfullah|M|2|2
Seyh|M|1|1
Seyhan|M?|4|4
Seyhun|M|1|1
Seyit|M|4|4
Seyma|F|4|4
Seyran|F|3|3
Seza|F|2|2
Sezai|M|3|3
Sezayi|M|1|1
Sezen|F|3|3
Sezer|M|4|4
Sezgi|U|1|1
Sezgin|M?|4|4
Sezin|F|2|2
Shahida|F|2|2
Shahnoza|F|3|3
Shaira|F|1|1
Shakir|M|2|2
Shamil|M|4|4
Sheker|F|3|3
Shektibay|M|1|1
Sherzod|M|6|6
Shinar|F|1|1
Shirin|F|2|2
Shohista|F|3|3
Shoira|F|4|4
Sholpan|F|6|6
Shukhrat|M|4|4
Shynar|F|4|4
Sibel|F|7|7
Siddik|M|1|1
Siddika|F|3|3
Sidika|F|3|3
Sidki|M|2|2
Siir|F|1|1
Sila|F|3|3
Sila|F|1|1
Sima|F|1|1
Simge|F|4|4
Simin|F|2|2
Sina|M|1|1
Sinan|M|6|6
Sinasi|M|2|2
Sinem|F|5|5
Sirin|F|3|3
Siro|M|1|1
Sirri|M|2|2
Sirvan|M?|2|2
Sitki|M|3|3
Sofia|F|4|4
Sofija|F|2|2
Sofiya|F|4|4
Sofya|F|3|3
Soheila|F|2|2
Solmaz|F|2|2
Sonay|F|3|3
Soner|M|5|5
Songul|F|6|6
Sonmez|M|2|2
Spartak|M|3|3
Stanislav|M|5|5
Su|F|3|3
Suat|U|5|5
Suayip|M|2|2
Suha|M|3|3
Suha|F|2|2
Suheda|F|2|2
Suhel|M|1|1
Suheyl|M|1|1
Suheyla|F|5|5
Sukran|F|6|6
Sukriye|F|4|4
Sukru|M|5|5
Sule|F|5|5
Suleyman|M|7|7
Suleyman|M|4|4
Sultan|U|7|7
Sumer|M|1|1
Sumeyra|F|2|2
Sumeyya|F|2|2
Sumeyye|F|2|2
Sumru|F|1|1
Suna|F|5|5
Sunay|F|4|4
Sunnat|M|4|4
Suphi|M|1|1
Suphiye|F|2|2
Sural|U|1|1
Sureyya|F|5|5
Surmeli|F|2|2
Sururi|M|1|1
Susanna|F|2|2
Suzan|F|5|5
Sveta|F|2|2
Svetlana|F|8|8
Swetlana|F|4|4
Tacettin|M|3|3
Taciser|M|2|2
Taha|M|3|3
Tahir|M|4|4
Tahire|F|2|2
Tahsin|M|5|5
Tair|M|5|5
Talat|M|3|3
Talgat|M|7|7
Talih|M|1|1
Talip|M|4|4
Tamara|F|5|5
Tamer|M|5|5
Tan|M|3|3
Taner|M|5|5
Tanja|F|3|3
Tanju|M|3|3
Tankut|M|1|1
Tansel|M|1|1
Tansu|U|2|2
Tanya|F|3|3
Tarik|M|5|5
Tariq|M|2|2
Tarkan|M|4|4
Taskin|M|2|2
Tatiana|F|6|6
Tatjana|F|8|8
Tatyana|F|8|8
Tayfun|M|5|5
Tayfur|M|1|1
Taygun|M|1|1
Taylan|M|3|3
Tayyar|M|1|1
Tayyibe|F|1|1
Tayyip|M|1|1
Tekin|M|5|5
Tekmile|F|2|2
Telli|F|2|2
Temel|M|3|3
Temir|M|1|1
Temirlan|M|4|4
Temur|M|2|2
Tenzile|F|2|2
Teoman|M|3|3
Teslime|F|2|2
Tevfik|M|3|3
Teyfik|M|1|1
Tezcan|M?|1|1
Tezer|M|1|1
Tijen|F?|2|2
Timucin|M|2|2
Timur|M|8|8
Togzhan|F|5|5
Tolga|M|5|5
Tolgahan|M|1|1
Tolgay|M|1|1
Tolkyn|F|4|4
Tolunay|M|1|1
Toprak|U|1|1
Tosun|M|1|1
Toygar|M|1|1
Tuba|F|5|5
Tufan|M|3|3
Tugay|M|2|2
Tugba|F|6|6
Tugberk|M|1|1
Tugce|F|5|5
Tugra|M|1|1
Tugrul|M|3|3
Tulay|F|7|7
Tulbeyda|F|1|1
Tulin|F|5|5
Tulun|F|2|2
Tumay|M|1|1
Tumer|M|1|1
Tuna|M?|3|3
Tunahan|M|2|2
Tunay|M|2|2
Tunc|M|2|2
Tuncay|M|6|6
Tuncer|M|3|3
Turan|M|5|5
Turgay|M|5|5
Turgut|M|4|4
Turhan|M|4|4
Turkan|M|1|1
Turkan|F|7|7
Turkay|M|1|1
Turker|M|3|3
Tutku|U|1|1
Ubeydullah|M|1|1
Ufuk|M|6|6
Ugur|M|6|6
Ugurcan|M|2|2
Ulan|M|4|4
Ulas|M|3|3
Uljana|F|3|3
Ulker|F|4|4
Ulku|F|3|3
Uluc|M|1|1
Ulugbek|M|6|6
Ulvi|M|1|1
Ulviye|F|2|2
Ulviye|F|2|2
Ulyana|F|3|3
Umid|M|4|4
Umida|F|5|5
Umit|M|6|6
Umitcan|M|1|1
Ummiye|F|1|1
Ummu|F|4|4
Ummugulsum|F|4|4
Ummuhan|F|4|4
Umran|F|4|4
Umur|M|2|2
Umut|M|5|5
Umutcan|M|1|1
Unal|M|4|4
Unsal|M|3|3
Unver|M|1|1
Unzile|F|2|2
Uran|M|1|1
Uras|M|1|1
Uraz|M|1|1
Urazaly|M|1|1
Usmon|M|4|4
Utkan|M|1|1
Utku|M|3|3
Utkucan|M|1|1
Utkur|M|1|1
Uygar|M|1|1
Uzay|M|1|1
Uzeyir|M|3|3
Vadim|M|6|6
Vahap|M|1|1
Vahide|F|3|3
Vahit|M|2|2
Valentin|M|2|2
Valentina|F|4|4
Valeri|M|5|5
Valeria|F|5|5
Valerij|M|5|5
Valerija|F|4|4
Valeriy|M|5|5
Valeriya|F|4|4
Valery|M|2|2
Valida|F|2|2
Vangelis|M|1|1
Varol|M|1|1
Varvara|F|2|2
Vasfi|M|2|2
Vasif|M|1|1
Vasili|M|2|2
Vasiliy|M|3|3
Vasily|M|2|2
Vassili|M|2|2
Vassiliy|M|2|2
Vecdi|M|1|1
Vedat|M|5|5
Vedia|F|2|2
Vehbi|M|3|3
Veli|M|4|4
Venera|F|5|5
Vera|F|5|5
Veronika|F|4|4
Vesile|F|4|4
Veysel|M|4|4
Veysi|M|1|1
Viacheslav|M|3|3
Vicdan|F|1|1
Victor|M|5|5
Victoria|F|6|6
Victorija|F|2|2
Victoriya|F|5|5
Vida|F|2|2
Vika|F|2|2
Viktor|M|5|5
Viktoria|F|6|6
Viktorija|F|5|5
Viktoriya|F|5|5
Vildan|F|3|3
Vildana|F|1|1
Vitali|M|4|4
Vitalij|M|3|3
Vitaliy|M|6|6
Vitaly|M|2|2
Vladena|F|1|1
Vladimir|M|8|8
Vladislav|M|5|5
Volkan|M|6|6
Vural|M|3|3
Vuslat|M|1|1
Vyacheslav|M|6|6
Waleed|M|2|2
Witali|M|2|2
Wjatscheslaw|M|4|4
Wladimir|M|5|5
Wladislaw|M|4|4
Xayrullo|M|5|5
Xenia|F|3|3
Xenija|F|3|3
Xeniya|F|4|4
Yadigar|M|3|3
Yadviga|F|1|1
Yagiz|M|2|2
Yagizcan|M|1|1
Yagmur|F|4|4
Yahya|M|4|4
Yakov|M|3|3
Yakup|M|5|5
Yakut|F|1|1
Yalcin|M|5|5
Yalim|M|1|1
Yalin|M|1|1
Yamac|M|1|1
Yaman|M|1|1
Yana|F|5|5
Yaprak|F|2|2
Yaren|F|3|3
Yaroslav|M|2|2
Yasar|M|7|7
Yasemen|F|2|2
Yasemin|F|7|7
Yasin|M|5|5
Yasmin|F|2|2
Yaver|M|1|1
Yavuz|M|5|5
Yavuzhan|M|1|1
Yegor|M|3|3
Yekaterina|F|6|6
Yekta|M?|2|2
Yelda|F|3|3
Yeldar|M|3|3
Yelena|F|8|8
Yeliz|F|5|5
Yeltay|M|1|1
Yener|M|3|3
Yerbol|M|4|4
Yerkin|M|5|5
Yerlan|M|7|7
Yermek|M|4|4
Yernar|M|4|4
Yershan|M|4|4
Yerzhan|M|7|7
Yesen|M|1|1
Yesim|F|6|6
Yessen|M|1|1
Yeter|F?|5|5
Yetkin|M|2|2
Yevgeni|M|7|7
Yevgenia|F|6|6
Yevgeniy|M|6|6
