id	headword	subject_type	vol	fascicle	date	col1	col2	colspan	author1	author2	author3	author4	entry_type	scan	Wikidata	FactGrid	Mythogram	redirect_target	remarks	referring_to_entry	excerpt
RLMcs314	Aloadai Sp. 253, 37 hinzuzufügen: Myth. Vat. I, 83. II, 55.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Aloadai Sp. 253, 37 hinzuzufügen: Myth. Vat. I, 83. II, 55.
RLMcs315	Aloeus Sp. 255, 12 hinzuzufügen: Myth. Vat. I, 83. II, 55.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Aloeus Sp. 255, 12 hinzuzufügen: Myth. Vat. I, 83. II, 55.
RLMcs316	Alpheios. Vgl. Myth. Vat. I, 166. II, 273.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Alpheios. Vgl. Myth. Vat. I, 166. II, 273.
RLMcs317	Amphion Sp. 310, 34 hinzuzufügen: die Verwandlung der Dirke in eine Quelle ...		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Amphion Sp. 310, 34 hinzuzufügen: die Verwandlung der Dirke in eine Quelle ...
RLMcs318	Amykos Sp. 326, 19 hinzuzufügen: die Mutter des Amykos heißt Merope, Myth. Vat. I, 93. 107. II, 140.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Amykos Sp. 326, 19 hinzuzufügen: die Mutter des Amykos heißt Merope, Myth. Vat. I, 93. 107. II, 140.
RLMcs319	Androgeos. Vgl. Myth. Vat. I, 3. 43. II, 121. 122.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Androgeos. Vgl. Myth. Vat. I, 3. 43. II, 121. 122.
RLMcs320	Anteia. Vgl. Myth. Vat. I, 71. ...		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Anteia. Vgl. Myth. Vat. I, 71. ...
RLMcs321	Astraia. Vgl. Myth. Vat. II, 16.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Astraia. Vgl. Myth. Vat. II, 16.
RLMcs322	Astraios 1. Vgl. Myth. Vat. I, 183. II, 51.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Astraios 1. Vgl. Myth. Vat. I, 183. II, 51.
RLMcs323	Autonoe. Vgl. Myth. Vat. I, 120. 204. II, 78. 81. III, 12, 5.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Autonoe. Vgl. Myth. Vat. I, 120. 204. II, 78. 81. III, 12, 5.
RLMcs324	Baios. Vgl. Myth. Vat. I, 145.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Baios. Vgl. Myth. Vat. I, 145.
RLMcs325	Branchos Sp. 817, 17 hinzuzufügen: Mit Conon stimmt überein Myth. Vat. I, 81. II, 85: vidit in somnis per fauces suas introisse solem et exisse per ventrem.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Branchos Sp. 817, 17 hinzuzufügen: Mit Conon stimmt überein Myth. Vat. I, 81. II, 85: vidit in somnis per fauces suas introisse solem et exisse per ventrem.
RLMcs326	Chelone. Vgl. Myth. Vat. I, 101. II, 67.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Chelone. Vgl. Myth. Vat. I, 101. II, 67.
RLMcs327	Demoklos	character	2.2	30	1895	3		3	Türk				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Einzuschieben: Demoklos, Vater des Smikros, dessen Sohn Branchos ist, Conon 33. Myth. Vat. I, 81. II, 85 heißt der Vater des Branchos Synichron, wohl verderbte Überlieferung für Smikros, und dessen Vater Cius. Varro im Schol. zu Stat. Theb. 8, 198 hat für diesen die Lesart Olus.
RLMcs328	Dioskuren: Sp. 1157, 16 muß es heißen: Schol. Pind. Pyth. 2, 128; ...		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Dioskuren: Sp. 1157, 16 muß es heißen: Schol. Pind. Pyth. 2, 128; ...
RLMcs329	Enipe	character	2.2	30	1895	3		3	Türk				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Einzuschieben: Enipe, Gemahlin des Pieros, Königs von Macedonien, Mutter der mit den Musen wetteifernden Pieriden, Myth. Vat. I, 86.
RLMcs330	Eos: Sp. 1261, 66 u. 1263, 40 hinzuzufügen Myth. Vat. II, 194. Dagegen ist Tithonos Myth. Vat. I, 204 Laomedons Sohn.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Eos: Sp. 1261, 66 u. 1263, 40 hinzuzufügen Myth. Vat. II, 194. Dagegen ist Tithonos Myth. Vat. I, 204 Laomedons Sohn.
RLMcs331	Eritharses	character	2.2	30	1895	3		3	Türk				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Einzuschieben: Eritharses ein Milesier, welcher den von seinem Sohne am Strande aufgefundenen Smikros, den nachmaligen Vater des Branchos, aufnimmt, Conon narrat. 33. Bei Myth. Vat. II, 85 heißt der Milesier Patron (Lesart bei Myth. Vat. I, 81 patronus).
RLMcs332	Galatea. Vgl. Myth. Vat. I, 5. II, 174.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1							Galatea. Vgl. Myth. Vat. I, 5. II, 174.
RLMcs333	Glaukos 7. Vgl. Myth. Vat. I, 99. 100. II, 72, 168. Scylla von ihm geliebt Myth. Vat. I, 3. II, 169.		2.2	30	1895	3		3	Türk				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1							Glaukos 7. Vgl. Myth. Vat. I, 99. 100. II, 72, 168. Scylla von ihm geliebt Myth. Vat. I, 3. II, 169.
RLMcs334	Kios 2	character	2.2	30	1895	3		3	Türk				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2303-IA1					see below		Einzuschieben: Kios 2) (?) Vater des Smikros (cod. Synichron) bei Myth. Vat. I, 81. II, 85. Vielleicht ist dieses Cius ebenso wie das aus Varro im Schol. zu Stat. Theb. 8, 198 überlieferte Olus nur eine Verderbnis aus dem vollständigen Namen Demoklos bei Conon 83.
RLMcs335	Alko	character	2.2	31	1895	3		3	Jessen				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							I Sp. 249 füge ein: Alko (Ἀλκώ), Schwester des Likymnios, Schol. Pind. Ol. XI, 76 Boeckh; Kurzform für Alkmene.
RLMcs336	Amphimedusa	character	2.2	31	1895	3		3	Tümpel				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							I Sp. 307 füge ein: Amphimedusa (Ἀμφιμέδουσα), Danaide, Gattin des Poseidon, Mutter des Erythras Schol. D. zu Il. B 499.
RLMcs337	Amphitos	character	2.2	31	1895	3		3	Tümpel				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							I Sp. 318 füge ein: Amphitos (Ἄμφιτος), bei Plutarch nobil. 20, 3 Ἄμφυτος, mit Telchis Wagenlenker der Dioskuren auf dem Argonautenzug, wie sonst Amphistratos (s. d.) und Krekas (Rekas): Charax frg. 15 bei Schol. Dion. Per. 687, F. H. G. III, 639; gleichnamig dem messenischen Bach Paus. IV, 33, 3.
RLMcs338	Arachnos	character	2.2	31	1895	3		3	Tümpel				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1					duplicate		I Sp. 470 füge ein: Arachnos (Ἄραχνος), ein Kreter, liebt den von Aphrodite in ein altes Tagelöhnerweib verwandelten, von der Charitin Kale (s. d.) aber mit schönem Haupthaar geschmückten Teiresias ...
RLMcs339	Dryope 3	character	2.2	31	1895	3		3	Tümpel				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							Zu I Sp. 1204, 18: Dryope] 3. eine Lemnierin, unter deren Gestalt Aphrodite die Lemnierinnen verführt, ihre Männer zu ermorden: Valer. Flacc. Arg. II, 174f.
RLMcs340	Ia	deity	2.2	31	1895	3		3					cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1					see below		II Sp. 1 füge ein: Ia; s. d. Art. Attis Bd. I Sp. 716.
RLMcs341	Idiatte	deity	2.2	31	1895	3		3	Drexler				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							II Sp. 105 füge ein: Idiatte, in den Pyrenäen verehrte Gottheit, Revue des revues 1885, IX p. 253 ...
RLMcs342	Zu II Sp. 550f.: Ismenios (Nachtrag). ...		2.2	31	1895	3		3	Höfer				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							Zu II Sp. 550f.: Ismenios (Nachtrag). ...
RLMcs343	Zu II Sp. 1685ff.: Kyklopen. ...		2.2	31	1895	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							Zu II Sp. 1685ff.: Kyklopen. ...
RLMcs344	Zu II Sp. 2231f.: Magarsis ...		2.2	31	1895	3		3	Drexler				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							Zu II Sp. 2231f.: Magarsis ...
RLMcs345	Zu II Sp. 2361 Anm.*): Marduk. ...		2.2	31	1895	3		3	Jeremias				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2495-IA1							Zu II Sp. 2361 Anm.*): Marduk. ...
RLMcs346	Kabderos	character	2.2	32	1896	3		3	Seeliger				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2655-IA1							Zu II Sp. 924, 28 füge ein: Kabderos (Κάβδηρος), Vater der Pamphyle, der Gemahlin des Mopsos: Schol. in Dion. Perieg. v. 850 p. 454 ed. Müller.
RLMcs347	Zu Machaon II Sp. 2228, 38 füge ein: Bei Tzetzes prooem. allegor. 615ff ...		2.2	32	1896	3		3	Thrämer				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2655-IA1							Zu Machaon II Sp. 2228, 38 füge ein: Bei Tzetzes prooem. allegor. 615ff ...
RLMcs348	Zu II So. 2516 u. 2519 (Medyzis): Medineus (Μηδινεύς). ...		2.2	32	1896	3		3	Höfer				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2655-IA1							Zu II So. 2516 u. 2519 (Medyzis): Medineus (Μηδινεύς). ...
RLMcs349	II Sp. 2637 ff.: Zu Melissa 1) … 8) … 10) …		2.2	32	1896	3		3	Drexler				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2655-IA1							II Sp. 2637 ff.: Zu Melissa 1) … 8) … 10) …
RLMcs350	Aisopus	character	2.2	33	1896	3		3	Leuschke				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Bd. I Sp. 197 fehlt: Aisopus, nach dessen Tochter Phrygia Phrygien genannt wurde, Interp. Serv. Aen. 1, 182.
RLMcs351	Zu Bd. I So 552. Nach Interp. Serv. Aen. 11, 31 ist Arcas Sohn des Parrhasius u. Enkel des Zeus; ...		2.2	33	1896	3		3	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I So 552. Nach Interp. Serv. Aen. 11, 31 ist Arcas Sohn des Parrhasius u. Enkel des Zeus; ...
RLMcs352	Clusius	character	2.2	33	1896	3		3	Leuschke				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Bd. I Sp. 913 füge ein: Clusius, Sohn des Tyrrhenus, gründet Clusium in Etrurien, das nach anderen von Telemachus, dem Sohn des Ulixes, gegründet sein soll. Interp. Serv. Aen. 10, 167.
RLMcs353	Clytemestra	character	2.2	33	1896	3		3	Leuschke				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Bd. I Sp. 913 füge ein: Clytemestra. Nach Cassius Hemina beim Interp. Serv. Aen. 7, 631 soll von einem Sikeler eine Stadt gegründet und nach dem Namen seiner Frau Clytemestra Clytemestrum benannt worden sein; später sei der Name in Crustumerium verderbt worden. ...
RLMcs354	Henetus	character	2.2	33	1896	3		3	Leuschke				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Bd. I Sp. 2035 füge ein: Henetus, ein illyrischer König, der von Illyrien in das venetische Gebiet kan und dies nach sich Henetia nannte, was später in Venetia geändert wurde, Serv. Aen. 1, 243.
RLMcs355	Bd. I Sp. 2433, 59 lies statt Ovid. Heroides 10, 29: 8, 29.		2.2	33	1896	3		3	Leuschke				correction	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Bd. I Sp. 2433, 59 lies statt Ovid. Heroides 10, 29: 8, 29.
RLMcs356	Bd. I Sp. 2433, 64 lies statt Ovid. Heroides 10: 8.		2.2	33	1896	3		3	Leuschke				correction	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Bd. I Sp. 2433, 64 lies statt Ovid. Heroides 10: 8.
RLMcs357	Zu Asklepios (Bd. I Sp. 629, 43ff.): Über κύνες und κυνηγέται im Asklepioskult ...		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Asklepios (Bd. I Sp. 629, 43ff.): Über κύνες und κυνηγέται im Asklepioskult ...
RLMcs358	Zu Bd. I Sp. 819: Briareos als Schiedsrichter zu Gunsten des Helios: Paus. 2, 4, 6.		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp. 819: Briareos als Schiedsrichter zu Gunsten des Helios: Paus. 2, 4, 6.
RLMcs359	Zu Bd. I Sp. 933: Tempel des Dagon in Azotos: Jos. ant. 13, 4, 5 § 99 (vgl. § 104).		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp. 933: Tempel des Dagon in Azotos: Jos. ant. 13, 4, 5 § 99 (vgl. § 104).
RLMcs360	Zu Bd. I Sp 1018: βωμοὶ und θυσίαι der Dike bei Athen. 12, 546b.		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp 1018: βωμοὶ und θυσίαι der Dike bei Athen. 12, 546b.
RLMcs361	Zu Bd. I Sp. 1022: Diomede, Geliebte des Achill, auf der Berliner Euphroniosschale: vgl. Klein, Euphronios² 240ff.		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp. 1022: Diomede, Geliebte des Achill, auf der Berliner Euphroniosschale: vgl. Klein, Euphronios² 240ff.
RLMcs362	Zu Bd. I Sp. 1023ff.: Diomedes als Drachentöter und Helfer im Streit bei den Korkyräern; Herakl. Pont. 27 (F. H. G. 2, 220).		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp. 1023ff.: Diomedes als Drachentöter und Helfer im Streit bei den Korkyräern; Herakl. Pont. 27 (F. H. G. 2, 220).
RLMcs363	Zu Bd. I Sp. 1630ff.: Würfelorakel des Geryones bei Patavium: Sueton Tib. 14.		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp. 1630ff.: Würfelorakel des Geryones bei Patavium: Sueton Tib. 14.
RLMcs364	Zu Bd. I Sp. 1955ff.: Geburt der Helena. Vasenbild des Xenotimos: ...		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. I Sp. 1955ff.: Geburt der Helena. Vasenbild des Xenotimos: ...
RLMcs365	Zu Bd. II Sp. 1192: Die Sage von Kinyras und Myrrha dramatisch behandelt, am Todestage des Caius in Rom aufgeführt: Ioseph. ant. 19, 1, 13 § 94.		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. II Sp. 1192: Die Sage von Kinyras und Myrrha dramatisch behandelt, am Todestage des Caius in Rom aufgeführt: Ioseph. ant. 19, 1, 13 § 94.
RLMcs366	Κωρυκαῖος oder Κωρύκιος δαίμων	deity	2.2	33	1896	3		3	Münsterberg				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. II Sp. 1392f.: Κωρυκαῖος oder Κωρύκιος δαίμων: Seiler zu Alkiphr. 3, 26.
RLMcs367	Zu Bd. II Sp. 2052: Limos, Polyaen 2, 15: ...		2.2	33	1896	3		3	Münsterberg				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. II Sp. 2052: Limos, Polyaen 2, 15: ...
RLMcs368	Melodia	mountain	2.2	33	1896	3		3	Münsterberg				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA1							Zu Bd. II Sp. 2648: Melodia, ὄρος Βηθλέμ und Echo …
RLMcs369	Aisimos	character	2.2	34	1897	2		2	Leuschke				article	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4					duplicate		Bd. I Sp. 197 fehlt: Aisimos, Sohn des Autolykos, Bruder der Antikleia, Vater des Sinon, Tzetz. Lyk. 344. Serv. Aen. 2, 79.
RLMcs370	Bd. I Sp. 708 Z. 22: Interp. Serv. Aen. 8,130 giebt dem Atlas eine Gemahlin Hesione. Dort wird auch eine Sterope als Gemahlin und als deren Kinder Oinomaos und Maia genannt.		2.2	34	1897	2		2	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4							Bd. I Sp. 708 Z. 22: Interp. Serv. Aen. 8,130 giebt dem Atlas eine Gemahlin Hesione. Dort wird auch eine Sterope als Gemahlin und als deren Kinder Oinomaos und Maia genannt.
RLMcs371	Bd. II Sp. 118 fehlt die Version, daß Ilione sich selbst tötet: ...		2.2	34	1897	2		2	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4							Bd. II Sp. 118 fehlt die Version, daß Ilione sich selbst tötet: ...
RLMcs372	Bd. II Sp. 1812 Z. 54ff.: Lakinios (Serv. Lacinus) ein Räuber, der dem Herakles aus seinnen Rindern einige stiehlt und deshalb getötet wird. ...		2.2	34	1897	2		2	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4							Bd. II Sp. 1812 Z. 54ff.: Lakinios (Serv. Lacinus) ein Räuber, der dem Herakles aus seinnen Rindern einige stiehlt und deshalb getötet wird. ...
RLMcs373	Zu Bd. II Sp. 2628 fehlt Melia. Von ihr handelt ein stark verstümmeltes Scholion des Interp. Serv. Aen. 2, 626. ... Tochter des Okeanos ....		2.2	34	1897	2		2	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4							Zu Bd. II Sp. 2628 fehlt Melia. Von ihr handelt ein stark verstümmeltes Scholion des Interp. Serv. Aen. 2, 626. ... Tochter des Okeanos ....
RLMcs374	Bd. II Sp. 2632 Z. 33 fehlt Prob. Verg. Georg. 1, 437.		2.2	34	1897	2		2	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4							Bd. II Sp. 2632 Z. 33 fehlt Prob. Verg. Georg. 1, 437.
RLMcs375	Bd. II Sp. 1984f. Zu Leukarion: vgl. jetzt auch Reitzensteins Aufsatz über Leukarion bei Hesiod ...		2.2	34	1897	2		2	Leuschke				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA2815-IA4							Bd. II Sp. 1984f. Zu Leukarion: vgl. jetzt auch Reitzensteins Aufsatz über Leukarion bei Hesiod ...
RLMcs376	Eupinytos		2.2	35	1897	3		3	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1				Minytos			Bd. I Sp. 1409 füge ein Eupinytos (s. Minytos).
RLMcs377	Bd. I Sp. 1427 Z. 58 (zu Eurynomos 1) füge ein: ...		2.2	35	1897	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1							Bd. I Sp. 1427 Z. 58 (zu Eurynomos 1) füge ein: ...
RLMcs378	Bd. I Sp. 1847 Z. 61 (Harpyia) füge ein: ...		2.2	35	1897	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1							Bd. I Sp. 1847 Z. 61 (Harpyia) füge ein: ...
RLMcs379	Bd. I Sp. 1883 (Hekabe). Über den M;ythos von der Verwandlung der Hekabe in einen Hund ...		2.2	35	1897	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1							Bd. I Sp. 1883 (Hekabe). Über den M;ythos von der Verwandlung der Hekabe in einen Hund ...
RLMcs380	Ia		2.2	35	1897	3		3	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1					duplicate		Bd. II Sp. 1 füge ein: Ia s. Attis.
RLMcs381	Bd. II Sp. 1152 (Keren). Über die Keren als Hunde ...		2.2	35	1897	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1							Bd. II Sp. 1152 (Keren). Über die Keren als Hunde ...
RLMcs382	Bd. II Sp. 2250 (Mainaden): Über die Omophagie der Mainaden und ihre Verwandlung in Panther ...		2.2	35	1897	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1							Bd. II Sp. 2250 (Mainaden): Über die Omophagie der Mainaden und ihre Verwandlung in Panther ...
RLMcs383	Bd. II Sp. 2775 Mendesia. Die Artemis Mendesia ...		2.2	35	1897	3		3	Hiller				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1					see below		Bd. II Sp. 2775 Mendesia. Die Artemis Mendesia ...
RLMcs384	Bd. II Sp. 2690 Z. 22 (Midas). Nach den meisten Quellen soll sich M. durch Trinken von Stierblut selbst getötet haben: Strab. 61. ...		2.2	35	1897	3		3	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3135-IA1							Bd. II Sp. 2690 Z. 22 (Midas). Nach den meisten Quellen soll sich M. durch Trinken von Stierblut selbst getötet haben: Strab. 61. ...
RLMcs385	Zu Bd. I 35/6 (Achilleus) und I Sp. 1943, 14 ff. (Helena) ...		2.2	36	1897	4		4	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325							Zu Bd. I 35/6 (Achilleus) und I Sp. 1943, 14 ff. (Helena) ...
RLMcs386	Anaximene	character	2.2	36	1897	4		4	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325							Bd. I Sp. 336 schiebe ein: Anaximene s. Mygdon.
RLMcs387	Baros	epithet	2.2	36	1897	4		4	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325				Munichia			Bd, I Sp. 750 schiebe ein: Baros (s. Munichia).
RLMcs388	Bd. I Sp. 1027 (Diomedes). Hinsichtlich der von Timaios frgm. 16 ...		2.2	36	1897	4		4	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325							Bd. I Sp. 1027 (Diomedes). Hinsichtlich der von Timaios frgm. 16 ...
RLMcs389	Embaros	epithet	2.2	36	1897	4		4	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325				Munichia			Bd. I Sp. 1243 schiebe ein: Embaros (s. Munichia).
RLMcs390	Kleuas		2.2	36	1897	4		4	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325				Myrtilos			Bd. II Sp. 1226 schiebe ein: Kleuas s. Myrtilos Sp. 3318.
RLMcs391	Malaos		2.2	36	1897	4		4	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325				Myrtilos			Bd. II Sp. 2301 schiebe ein: Malaos s. Myrtilos Sp. 3318.
RLMcs392	Bd. II Sp. 2408 u. 2434, 13 ff. (Mars). Daß Mars (Maris) bei den Etruskern als Sohn des Herakles (Hercle) und der Athene (Menerva) galt ...		2.2	36	1897	4		4	Roscher				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325							Bd. II Sp. 2408 u. 2434, 13 ff. (Mars). Daß Mars (Maris) bei den Etruskern als Sohn des Herakles (Hercle) und der Athene (Menerva) galt ...
RLMcs393	Marshercles	deity	2.2	36	1897	4		4	Roscher				cross-reference	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325							Bd. II Sp. 2439 Z. 1 schiebe ein: Marshercles s. Maris II und den Zusatz zum Art. Mars Bd. II Sp. 2408.
RLMcs394	Bd. II Sp. 2775 (Mendesia) und Bd. II Sp. 3227 (Munichia). Ich hatte die Μ[ουνι]χία wiedereingesetzt, ohne das Hauptargument, das diese Ergänzung sichert, zu erkennen: ...		2.2	36	1897	4		4	Hiller				addendum	https://books.google.de/books?id=8PUUAAAAQAAJ&pg=PA3325							Bd. II Sp. 2775 (Mendesia) und Bd. II Sp. 3227 (Munichia). Ich hatte die Μ[ουνι]χία wiedereingesetzt, ohne das Hauptargument, das diese Ergänzung sichert, zu erkennen: ...
RLMcs395	Bd. I Sp. 142. Zu Aigaion. Meine Vermutung ...		3.1	37	1898	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA159-IA1							Bd. I Sp. 142. Zu Aigaion. Meine Vermutung ...
RLMcs396	Akamantes	collective_deity	3.1	37	1898	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA159-IA1							Bd. I Sp. 205 füge ein: Akamantes (Ἀκἀμαντες), zusammen mit den Τριτοπατρεῖς genannt ...
RLMcs397	Bd. I Sp. 221 (Alabandos). Vgl. auch Niedermann, Rhein. Mus. 1897 S. 506f.		3.1	37	1898	3		3	Roscher				addendum	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA159-IA1							Bd. I Sp. 221 (Alabandos). Vgl. auch Niedermann, Rhein. Mus. 1897 S. 506f.
RLMcs398	Azesia	epithet	3.1	37	1898	3		3	Roscher				article	https://books.google.de/books?id=I_YUAAAAQAAJ&pg=PA159-IA1							Bd. I Sp. 743 oben füge ein: Azesia (Ἀζησία) und Azesiai (= θεαὶ Ἀζεσίαι). ... Beiname der Kora ...
