# name-stuff given names
# format: name|gender|frequency|tags
#
Nurije|F|1|1
Nuro|M|3|3
Nusret|M|3|3
Nysret|M|2|2
Odeta|F|6|6
Odise|M|3|3
Oketa|F|1|1
Olgert|M|1|1
Olgerta|F|2|2
Olia|F|1|1
Oliga|F|1|1
Oligert|M|1|1
Oligerta|F|1|1
Olsa|F|1|1
Olsi|M|5|5
Olta|F|4|4
Oltian|M|1|1
Oltiana|F|1|1
Oltion|M|4|4
Oltjana|F|2|2
Oltjon|M|3|3
Omer|M|3|3
Orest|M|1|1
Orges|M|4|4
Orhan|M|2|2
Orion|M|1|1
Oriona|F|1|1
Orjola|F|3|3
Orjona|F|1|1
Orland|M|1|1
Ornela|F|6|6
Osman|M|5|5
Pajtim|M|5|5
Pal|M|4|4
Panajot|M|4|4
Pandeli|M|5|5
Pandi|M|4|4
Pashk|M|3|3
Pashko|M|2|2
Paulin|M|3|3
Pavli|M|3|3
Pavlina|F|3|3
Pavllo|M|3|3
Pelivan|M|3|3
Pellumb|M|6|6
Pellumbesha|M|1|1
Perikli|M|4|4
Perlat|M|3|3
Perparim|M|6|6
Perparime|F|1|1
Pertef|F|2|2
Petraq|M|6|6
Petref|M|1|1
Petri|M|3|3
Petrika|F|4|4
Petrit|M|8|8
Petro|M|3|3
Piro|M|5|5
Pirro|M|5|5
Pjeter|M|5|5
Plarent|M|1|1
Platon|M|2|2
Pleurat|M|1|1
Polikron|M|2|2
Portokalle|F|1|1
Pranvera|F|7|7
Prodan|M|1|1
Prokop|M|1|1
Qamil|M|5|5
Qamile|F|2|2
Qani|M|5|5
Qazim|M|5|5
Qefsere|F|1|1
Qemal|M|6|6
Qenan|M|2|2
Qendro|M|2|2
Qerim|M|4|4
Qirjako|M|4|4
Rabie|M|1|1
Rabije|F|1|1
Rafail|M|1|1
Rafet|M|1|1
Ragip|M|1|1
Rahman|M|4|4
Rahmi|M|2|2
Raif|M|3|3
Raimond|M|3|3
Raimonda|F|4|4
Rajmond|M|3|3
Rajmonda|F|6|6
Rakip|M|4|4
Rakipe|F|2|2
Ram|M|1|1
Ramadan|M|5|5
Ramazan|M|5|5
Rami|M|2|2
Ramiz|M|5|5
Ramo|M|3|3
Rasim|M|4|4
Rauf|M|1|1
Razie|F|1|1
Redi|M|4|4
Redion|M|1|1
Rediona|F|1|1
Redo|M|1|1
Redon|M|1|1
Redona|F|2|2
Refat|M|4|4
Refik|M|3|3
Remzi|M|2|2
Remzije|F|1|1
Renald|M|1|1
Renaldo|M|3|3
Renata|F|3|3
Renato|M|4|4
Reshat|M|5|5
Reshit|M|4|4
Resmi|M|4|4
Resmije|F|1|1
Resul|M|2|2
Rexha|M|1|1
Rexhep|M|6|6
Rezana|F|2|2
Rezart|M|4|4
Rezarta|F|5|5
Rezearta|F|1|1
Ridvan|M|1|1
Rifat|M|4|4
Rikard|M|1|1
Rinor|M|1|1
Riste|M|2|2
Risto|M|3|3
Rita|F|4|4
Rito|M|1|1
Ritvan|M|3|3
Riza|M|4|4
Robert|M|7|7
Roksana|F|1|1
Roland|M|7|7
Rolanda|F|1|1
Romen|M|2|2
Romeo|M|4|4
Romina|F|3|3
Rovena|F|4|4
Roza|F|1|1
Rozana|F|1|1
Rozeta|F|4|4
Rozina|F|4|4
Rrahman|M|1|1
Rrapush|M|3|3
Rrustem|M|2|2
Rubin|M|1|1
Rudina|F|6|6
Ruhan|F|2|2
Rukie|F|1|1
Rukije|F|1|1
Rushit|M|1|1
Rustem|M|3|3
Ruzhdi|M|5|5
Ruzhdie|F|1|1
Saba|F|2|2
Sabah|F|2|2
Sabaudin|M|3|3
Sabina|F|4|4
Sabit|M|3|3
Sabri|M|5|5
Sabrie|F|2|2
Sabrije|F|1|1
Sadedin|M|2|2
Sadete|F|2|2
Sadie|F|1|1
Sadije|F|2|2
Sadik|M|4|4
Sadri|M|3|3
Sadulla|M|1|1
Safet|M|5|5
Sagita|F|1|1
Saibe|F|1|1
Saida|F|1|1
Saide|F|1|1
Saim|M|2|2
Saime|F|1|1
Saimir|M|6|6
Saimira|F|2|2
Sajmir|M|4|4
Sajmira|F|2|2
Sali|M|6|6
Salko|M|1|1
Samedin|M|2|2
Sami|M|5|5
Samir|M|2|2
Sander|M|2|2
Sanie|F|2|2
Sanije|F|1|1
Sara|F|2|2
Sazan|M|3|3
Sebino|M|1|1
Sedat|M|3|3
Sefedin|M|4|4
Sefer|M|4|4
Seid|M|1|1
Seit|M|4|4
Sejdi|M|1|1
Selam|M|2|2
Selami|M|4|4
Selamije|F|1|1
Selatin|M|1|1
Selaudin|M|4|4
Selim|M|5|5
Selman|M|4|4
Selver|F?|2|2
Semiha|F|4|4
Senja|F|1|1
Sentiliana|F|1|1
Sentiljana|F|1|1
Serafin|M|3|3
Sermet|M|1|1
Servet|M|4|4
Servete|F|1|1
Sevdie|F|1|1
Sevilljan|M|1|1
Seyhan|M?|1|1
Sezai|M|3|3
Shaban|M|6|6
Shadije|F|1|1
Shahin|M|2|2
Shala|F|1|1
Shani|F|1|1
Shaqir|M|4|4
Shaqire|F|1|1
Shazie|F|1|1
Shefik|M|3|3
Shefki|M|4|4
Shefqet|M|5|5
Shefquet|M|1|1
Sheme|F|2|2
Shemsi|M|3|3
Sherif|M|4|4
Sherife|F|1|1
Shezai|M|3|3
Shkelqim|M|7|7
Shkelzen|M|5|5
Shkurte|F|1|1
Shpend|M|2|2
Shpetim|M|6|6
Shpresa|F|7|7
Shqipe|F|4|4
Shqiponja|F|2|2
Shuko|M|1|1
Shukri|M|1|1
Shukrije|F|1|1
Shyqiri|M|2|2
Shyqyri|M|5|5
Silva|F|2|2
Silvan|M|1|1
Silvana|F|7|7
Silver|M|1|1
Simon|M|4|4
Sinan|M|3|3
Sine|F|1|1
Skender|M|7|7
Skerdian|M|1|1
Skerdilaid|M|2|2
Skifter|M|1|1
Sofie|F|5|5
Sofija|F|1|1
Sofokli|M|3|3
Sofoklli|M|1|1
Sojeva|F|1|1
Sokol|M|7|7
Sokrat|M|4|4
Sonila|F|6|6
Sotir|M|5|5
Sotiraq|M|6|6
Spartak|M|5|5
Spase|M|1|1
Spiro|M|6|6
Stavri|M|5|5
Stavro|M|3|3
Stefan|M|4|4
Stela|F|4|4
Stilian|M|2|2
Stiljan|M|1|1
Suad|M|1|1
Suada|F|4|4
Suat|M|3|3
Subi|M|1|1
Suela|F|6|6
Sufe|F|1|1
Sulejman|M|6|6
Sulltane|F|1|1
Sulo|M|3|3
Suzana|F|7|7
Syle|F|2|2
Syria|F|1|1
Syrja|F|5|5
Tafil|M|3|3
Tahir|M|5|5
Tajar|M|4|4
Tamara|F|2|2
Tana|F|1|1
Tani|M|1|1
Tanja|F|2|2
Tanush|M|2|2
Tare|F|1|1
Tarik|M|1|1
Tatiana|F|3|3
Tatjana|F|6|6
Taulant|M|5|5
Tefik|M|4|4
Tefta|F|5|5
Teki|M|3|3
Tela|F|1|1
Telemak|M|3|3
Teodor|M|3|3
Tereza|F|2|2
Terezina|F|1|1
Teuta|F|7|7
Thabit|M|1|1
Thanas|M|6|6
Theodhor|M|2|2
Theofan|M|1|1
Thimaq|M|1|1
Thoma|M|6|6
Tofik|M|1|1
Toli|M|3|3
Toma|M|1|1
Tomi|M|1|1
Tomor|M|5|5
Tomorr|M|4|4
Toni|M|1|1
Tonin|M|4|4
Tosun|M|2|2
Trendafile|F|1|1
Trendelina|F|4|4
Trifon|M|2|2
Tritan|M|2|2
Tuncay|M|1|1
Uk|M|2|2
Uke|M|2|2
Uljana|F|3|3
Ulvi|M|2|2
Uran|M|3|3
Urim|M|3|3
Urtan|M|1|1
Vahbie|F|1|1
Vahid|M|2|2
Vahide|F|1|1
Valbona|F|7|7
Valdet|M|2|2
Valdete|F|3|3
Valdrin|M|2|2
Valdrina|F|1|1
Valentin|M|3|3
Valentina|F|8|8
Valer|M|1|1
Valon|M|2|2
Valter|M|4|4
Vangjel|M|6|6
Vangjeli|M|1|1
Vangjush|M|3|3
Varvara|F|2|2
Vasfi|M|3|3
Vasil|M|7|7
Vasilika|F|6|6
Vasilka|F|1|1
Vasillaq|M|5|5
Vaske|F|5|5
Vaso|M|2|2
Vath|M|2|2
Vedat|M|1|1
Vediha|F|1|1
Vegim|M|1|1
Vehbi|M|1|1
Vehibe|F|1|1
Vehip|M|3|3
Veiz|M|3|3
Veledin|M|3|3
Veli|M|5|5
Velie|F|1|1
Venera|F|1|1
Veniamin|M|1|1
Vera|F|6|6
Veronika|F|2|2
Vesel|M|3|3
Veton|M|1|1
Vezire|F|1|1
Vigan|M|1|1
Viktor|M|6|6
Vildan|F|1|1
Vilheme|F|1|1
Viljam|M|1|1
Vilma|F|5|5
Vilna|F|1|1
Vilson|M|5|5
Viola|F|3|3
Violanda|F|2|2
Violeta|F|8|8
Viron|M|4|4
Virtyt|M|1|1
Visar|M|3|3
Visarion|M|1|1
Vital|M|1|1
Vitore|F|3|3
Vjola|F|3|3
Vjollca|F|8|8
Vladimir|M|7|7
Vlash|M|4|4
Vlefta|F|1|1
Vojsava|F|5|5
Vuksan|M|1|1
Vullnet|M|3|3
Xhafer|M|4|4
Xhaferr|M|4|4
Xhavit|M|5|5
Xheladin|M|3|3
Xhelal|M|5|5
Xhelil|M|3|3
Xhemal|M|6|6
Xhemil|M|3|3
Xhensila|F|3|3
Xherald|M|1|1
Xhevahir|M|4|4
Xhevahire|F|4|4
Xhevair|M|3|3
Xhevat|M|4|4
Xhevdet|M|5|5
Xhevit|M|3|3
Xhezair|M|2|2
Xhilda|F|3|3
Xhirald|M|1|1
Xhoana|F|2|2
Xhuliana|F|2|2
Xhuljeta|F|6|6
Xufe|F|1|1
Ylber|M|4|4
Ylli|M|7|7
Yllka|F|5|5
Ylvije|F|1|1
Ymer|M|5|5
Yzeir|M|3|3
Zafer|M|1|1
Zahir|M|1|1
Zaid|M|1|1
Zaim|M|3|3
Zak|M|1|1
Zalo|M|2|2
Zamir|M|4|4
Zamira|F|6|6
Zana|F|6|6
Zane|F|1|1
Zarif|M|1|1
Zarik|M|1|1
Zef|M|5|5
Zejxhane|F|1|1
Zeki|M|1|1
Zekie|F|1|1
Zeliha|F|3|3
Zeman|M|2|2
Zenaida|F|1|1
Zenel|M|6|6
Zenepe|F|5|5
Zeni|F|1|1
Zenun|M|3|3
Zeqir|M|3|3
Zeqo|M|2|2
Zhaneta|F|6|6
Zhani|M|3|3
Zheni|F|1|1
Zhitinja|F|1|1
Zhuliana|F|1|1
Zhuljeta|F|5|5
Zihni|M|1|1
Zija|M|5|5
Zina|F|1|1
Zini|M|3|3
Zoica|F|1|1
Zoje|F|1|1
Zorada|F|1|1
Zyber|M|3|3
Zydi|M|2|2
Zyhdi|M|2|2
Zyhra|F|3|3
Zymbyle|F|1|1
Zyra|F|3|3
