# name-stuff given names
# format: name|gender|frequency|tags
#
Narmin|F|2|2
Nasar|M|2|2
Naseem|M|5|5
Naseema|F|2|2
Naseer|M|4|4
Naser|M|5|5
Nasim|M|5|5
Nasima|F|3|3
Nasir|M|5|5
Nasiruddin|M|1|1
Nasra|F|2|2
Nasreddin|M|1|1
Nasreddine|M|1|1
Nasreen|F|5|5
Nasri|M|1|1
Nasrin|F|6|6
Nasrine|F|2|2
Nasser|M|6|6
Nassif|M|1|1
Nassim|M|4|4
Nassir|M|3|3
Nassrin|F|3|3
Nastaran|F|1|1
Nathir|M|1|1
Naveed|M|3|3
Navid|M|3|3
Nawal|F|2|2
Nawaz|M|2|2
Nay|F|1|1
Nayla|F|6|6
Nayma|F|2|2
Nazanin|F|2|2
Nazar|M|4|4
Nazdar|F|2|2
Nazeer|M|2|2
Nazifa|F|2|2
Nazih|M|2|2
Naziha|F|2|2
Nazim|M|3|3
Nazir|M|4|4
Nazira|F|1|1
Neda|F|2|mythological
Nedaa|F|2|2
Nedal|M|4|4
Neelofar|F|4|4
Nefise|F|1|1
Negar|F|1|1
Nesrin|F|3|3
Nesrine|F|3|3
Nessrine|F|2|2
Newroz|M|2|2
Neyla|F|4|4
Nezha|F|1|1
Nibal|U|3|3
Nida|F|3|3
Nidaa|F|3|3
Nidal|M?|4|4
Nihad|M|3|3
Nikula|M|2|2
Nilofar|F|5|5
Niloofar|F|5|5
Niloufar|F|5|5
Nima|M?|2|2
Nimr|M|1|1
Ninaz|F|1|1
Niosha|F|1|1
Nisar|M|2|2
Nisrin|F|3|3
Nisrine|F|3|3
Nizam|M|2|2
Nizar|M|5|5
Noha|F|4|4
Noor|F?|6|6
Noori|F?|3|3
Nooria|F|5|5
Nooriya|F|3|3
Noria|F|4|4
Nosrat|M|1|1
Nouha|F|3|3
Nouhad|M?|2|2
Nour|F?|6|6
Nour+Eddine|M|4|4
Noura|F|4|4
Nouri|F?|3|3
Nouria|F|4|4
Nuha|F|4|4
Nuhad|M?|2|2
Numan|M|1|1
Nur|F?|6|6
Nural|M|1|1
Nuri|F?|4|4
Nurul|F|3|3
Nusrat|M|2|2
Omaima|F|2|2
Omar|M|7|biblical
Omeed|M?|3|3
Omer|M|3|3
Omid|M?|3|3
Omied|M?|3|3
Omran|M|1|1
Osama|M|6|6
Osman|M|4|4
Ossama|M|5|5
Othman|M|1|1
Oumaima|F|2|2
Oumar|M|1|1
Ousama|M|5|5
Oussama|M|5|5
Ozra|F|2|2
Parand|F|1|1
Pardis|F|1|1
Pari|F|3|3
Parisa|F|5|5
Parissa|F|4|4
Parvaneh|F|3|3
Parveen|F|4|4
Parvez|M|4|4
Parvin|F|6|6
Parviz|M|3|3
Parwin|F|1|1
Pasha|M|1|1
Payam|M|2|2
Pegah|F|2|2
Pejman|M|3|3
Pervez|M|3|3
Perviz|M|1|1
Peyman|M|3|3
Pooyan|M|2|2
Pouyan|M|3|3
Puyan|M|2|2
Qadeer|M|3|3
Qadir|M|2|2
Qais|M|2|2
Qaiss|M|2|2
Qamar|M|2|2
Qasem|M|3|3
Qasim|M|1|1
Qassem|M|2|2
Qazi|M|4|4
Qusai|M|2|2
Qusay|M|2|2
Qussai|M|2|2
Raafat|M|3|3
Rabab|F|3|3
Rabee|M|3|3
Rabi|M|1|1
Rabia|F|4|4
Rabiaa|F|2|2
Rabiah|F|2|2
Rabie|M|4|4
Rabih|M|6|6
Racha|F|1|1
Rachid|M|4|4
Rachida|F|1|1
Radia|F|1|1
Radwan|M|3|3
Raed|M|4|4
Rafa|F|2|2
Rafaat|M|2|2
Rafah|F|3|3
Rafat|M|3|3
Rafi|M|3|3
Rafia|F|1|1
Rafie|M|3|3
Rafif|F|3|3
Rafik|M|4|4
Rafiq|M|4|4
Raghad|F|1|1
Raghda|F|3|3
Raghdah|F|3|3
Ragheb|M|1|1
Raghib|M|1|1
Raghid|M|2|2
Raghida|F|3|3
Raghidah|F|3|3
Rahim|M|3|3
Rahima|F|2|2
Rahman|M|4|4
Rahmatullah|M|2|2
Raid|M|4|4
Raida|F|1|1
Rail|M|1|1
Raja|M?|5|5
Rajab|M|1|1
Raji|M|2|2
Raju|M|1|1
Rakhshan|M|1|1
Rakin|M|1|1
Ralda|F|2|2
Ramadan|M|3|3
Rameen|M|1|1
Rami|M|6|6
Ramin|M|2|2
Ramy|M|4|4
Ramzi|M|6|6
Ramzia|F|1|1
Ramzy|M|4|4
Rana|F|7|7
Rand|F|2|2
Randa|F|7|7
Randah|F|5|5
Rania|F|6|6
Ranya|F|1|1
Rao|U|1|1
Raouf|M|3|3
Raoufa|F|1|1
Raschid|M|4|4
Rasha|F|4|4
Rashad|M|2|2
Rashada|F|1|1
Rasheed|M|4|4
Rashid|M|5|5
Rasim|M|2|2
Rassul|M|1|1
Rasul|M|2|2
Rauf|M|2|2
Ravil|M|2|2
Rawan|F|2|2
Rawia|F|3|3
Raya|F|4|4
Rayya|F|2|2
Rayyan|M|1|1
Razan|F|2|2
Razi|M|2|2
Razia|F|3|3
Razieh|F|2|2
Raziyeh|F|2|2
Razzak|M|3|3
Razzaq|M|3|3
Reda|M|3|3
Redha|M|2|2
Redouane|M|2|2
Reem|F|6|6
Reeta|F|3|3
Rehan|M|2|2
Rehana|F|1|1
Resa|M|1|1
Reyhaneh|F|1|1
Reza|M?|6|6
Rezki|M|1|1
Riad|M|6|6
Riadh|M|3|3
Riaz|M|4|4
Rida|M|3|3
Ridha|M|3|3
Riead|M|3|3
Rifaat|M|3|3
Rifat|M|4|4
Riffat|M|3|3
Rihab|F|2|2
Riham|F|2|2
Rihana|F|2|2
Rim|F|5|5
Rima|F|7|7
Rimah|F|5|5
Rita|F|5|5
Ritvan|M|1|1
Riyaad|M|3|3
Riyad|M|4|4
Riyadh|M|3|3
Rizk|M|1|1
Rizwan|M|3|3
Robina|F|1|1
Roghieh|F|3|3
Rokhaya|F|2|2
Rola|F|7|7
Ronak|F|4|4
Roqhaia|F|2|2
Rouba|F|2|2
Roula|F|6|6
Rouzbeh|M|2|2
Roxana|F|1|1
Roya|F|4|4
Rozbeh|M|2|2
Ruba|F|3|3
Rubi|F|2|2
Rukan|M|1|1
Rukhsana|F|5|5
Rula|F|7|7
Runak|F|5|5
Ruwaydah|F|2|2
Ryad|M|3|3
Saaba|F|2|2
Saad|M|5|5
Saadi|M|4|4
Saadia|F|3|3
Saara|F|4|4
Saba|F|2|2
Sabah|F|7|7
Sabbir|F|3|3
Saber|M|1|1
Sabiha|F|3|3
Sabir|M|4|4
Sabri|M|2|2
Sabria|F|3|3
Sad|M|3|3
Sadaf|F|1|1
Sadat|M|2|2
Saddam|M|2|2
Sadek|M|4|4
Sadeq|M|3|3
Sadi|M|2|2
Sadia|F|4|4
Sadig|M|2|2
Sadik|M|4|4
Sadiya|F|3|3
Sady|M|2|2
Saeed|M|6|6
Safa|F|5|5
Safa+Aldin|M|2|2
Safdar|M|4|4
Safia|F|2|2
Safwan|M|1|1
Sagar|M|1|1
Sahand|M|1|1
Sahar|F|7|7
Sahba|F|1|1
Saher|M|2|2
Sahib|M|1|1
Sahira|F|1|1
Sahra|F|3|3
Said|M|7|7
Saida|F|6|6
Saide|F|2|2
Saied|M|2|2
Saif|M|3|3
Saifuddin|M|1|1
Saja|F|1|1
Sajda|F|3|3
Sajid|M|4|4
Sajida|F|2|2
Sajjad|M|3|3
Sajjid|M|2|2
Sakineh|F|4|4
Salah|M|5|biblical,mythological
Salaheddine|M|2|2
Salahuddin|M|3|3
Salam|M|5|5
Salama|F|3|3
Salamah|F|3|3
Saleem|M|6|6
Saleh|M|6|mythological
Salem|M|5|5
Salih|M|3|3
Salim|M|7|7
Salima|F|5|5
Salma|F|6|6
Salman|M|4|4
Salmon|M|1|biblical
Salwa|F|5|5
Sama|F|3|3
Samad|M|1|1
Samah|F|2|2
Saman|M?|3|3
Samar|F|6|6
Sameer|M|4|4
Sameh|F|2|2
Samer|M|7|7
Samera|F|3|3
Sami|M|7|7
Samia|F|5|mythological
Samih|M|4|4
Samiha|F|3|3
Samihah|F|1|1
Samil|M|1|1
Samin|F|1|1
Samina|F|2|2
Samir|M|8|8
Samira|F|8|8
Samirah|F|5|5
Samy|M|5|5
Samya|F|2|2
Sana|F|7|7
Sanaa|F|5|5
Sanah|F|3|3
Sanam|F|1|1
Sanaz|F|1|1
Sanna|F|1|1
Saqib|M|1|1
Sara|F|6|biblical
Sarab|F|1|1
Sarai|F|1|1
Sardar|M|2|2
Sareh|F|1|1
Sari|F|3|3
Sarmad|M|3|3
Sasan|M|1|1
Sati|F|1|mythological
Sattar|M|2|2
Sawsan|F|5|5
Sayd|M|5|5
Sayda|F|3|3
Sayde|F|2|2
Sayed|M|5|5
Sayeed|M|3|3
Sayeeda|F|2|2
Sayf|M|3|3
Sayyid|M|2|2
Schadi|F|1|1
Schahab|M|1|1
Schahin|F?|3|3
Schahnaz|F|2|2
Schahresa|M|1|1
Schaker|M|1|1
Schirin|F|5|5
Sebiha|F|1|1
Sebnem|F|1|1
Seddigheh|F|3|3
Sedighe|F|3|3
Sedigheh|F|5|5
Sediq|M|1|1
Seead|M|2|2
Selim|M|2|2
Sellam|M|2|2
Selman|M|1|1
Selwa|F|1|1
Semir|M|2|2
Semira|F|1|1
Sepehr|M|1|1
Sepideh|F|4|4
Serina|F|1|1
Setareh|F|1|1
Seyed|M|5|5
Shabana|F|1|1
Shabbir|M|4|4
Shabeer|M|3|3
Shabir|M|3|3
Shad|M|1|1
Shadi|M?|5|5
Shadia|F|3|3
Shady|M|4|4
Shadya|F|2|2
Shafeeka|F|3|3
Shafik|M|4|4
Shafika|F|3|3
Shafiq|M|4|4
Shafiqa|F|3|3
Shaghayegh|F|2|2
Shahab|M|2|2
Shahbaz|M|1|1
Shaheen|U|3|3
Shahen|U|2|2
Shahid|M|4|4
Shahida|F|1|1
Shahien|U|3|3
Shahin|U|5|5
Shahla|F|5|5
Shahnaz|F|5|5
Shahram|M|3|3
Shahresa|M|1|1
Shahriar|M|2|2
Shahrokh|M|2|2
Shahryar|M|1|1
Shahrzad|F|2|2
Shahzad|M|1|1
Shaimaa|F|3|3
Shaista|F|1|1
Shakeel|M|4|4
Shakeela|F|3|3
Shaker|M|3|3
Shakil|M|4|4
Shakila|F|3|3
Shakir|M|2|2
Shakira|F|2|2
Shakoor|M|2|2
Shala|F|2|2
Shameen|M|2|2
Shameena|F|2|2
Shameer|M|1|1
Shameera|F|1|1
Shamim|M|4|4
Shamin|M|2|2
Shamina|F|2|2
Shamir|M|1|1
Shamira|F|1|1
Shamsuddin|M|1|1
Shanaz|F|1|1
Shara|F|1|1
Sharaf|F|2|2
Sharam|M|1|1
Sharareh|F|1|1
Sharbil|M|1|1
Sharif|M|3|3
Sharifa|F|3|3
Sharifah|F|3|3
Sharmila|F|1|1
Sharokh|M|2|2
Shatha|F|3|3
Shawkat|M|1|1
Shawki|M|3|3
Shawqi|M|2|2
Shazia|F|3|3
Shedighalid|M|1|1
Sheema|F|3|3
Sheila|F|3|3
Shereen|F|5|5
Sherene|F|1|1
Sherif|M|4|4
Shervin|M?|1|1
Shida|F|1|1
Shideh|F|1|1
Shihab|M|1|1
Shila|F|3|3
Shima|F|3|3
Shirin|F|6|6
Shirine|F|4|4
Shiva|F|1|1
Shokouh|F|1|1
Sholeh|F|2|2
Shukri|M|2|2
Siad|M|3|3
Sidi|M|2|2
Sihaam|F|3|3
Siham|F|6|6
Sila|F|1|1
Sima|F|4|4
Siman|M|2|2
Simin|F|4|4
Sina|M|3|3
Sirikit|F|1|1
Sirine|F|1|1
Sirwan|M|2|2
Sivine|F|2|2
Slim|M|2|2
Slimane|M|1|1
Soad|F|5|5
Sobhi|M|2|2
Sobhie|M|2|2
Sofiane|M|3|3
Soghra|F|2|2
Soha|F|5|5
Sohad|M|2|2
Sohail|M|6|6
Sohaila|F|5|5
Soheil|M|6|6
Soheila|F|5|5
Soheir|F|4|4
Sohrab|M|3|3
Solmaz|F|1|1
Somia|F|2|2
Sonia|F|5|5
Sooad|F|4|4
Soraya|F|6|6
Sorusch|M|1|1
Sorush|M|1|1
Souad|F|7|7
Soudabeh|F|3|3
Souha|F|5|5
Souhail|M|6|6
Souhair|F|4|4
Souheil|M|6|6
Souheila|F|5|5
Souheir|F|4|4
Soultana|F|2|2
Soumia|F|2|2
Souraya|F|5|5
Sousan|F|2|2
Souzan|F|2|2
Suad|F|6|6
Subhi|M|3|3
Sufia|F|2|2
Sufian|M|2|2
Sufiya|F|2|2
Sufyan|M|2|2
Suha|F|6|6
Suhad|F|3|3
Suhail|M|6|6
Suhair|F|4|4
Suhayl|M|6|6
Suhayla|F|5|5
Suhayr|F|3|3
Suheil|M|6|6
Sulaiman|M|4|4
Sulayman|M|4|4
Suleika|F|1|1
Suleiman|M|5|5
Sultan|M?|3|3
Sultana|F|3|3
Sumaya|F|3|3
Sumayya|F|3|3
Suphi|F|2|2
Suraya|F|5|5
Sussan|F|3|3
Syed|M|5|5
Syeda|F|4|4
Taghi|M|2|2
Taghie|M|1|1
Taghrid|F|2|2
Taha|M|3|3
Tahamtan|M|1|1
Tahar|M|3|3
Taher|M|3|3
Tahera|F|2|2
Tahere|F|2|2
Tahereh|F|4|4
Tahir|M|3|3
Tahira|F|3|3
Tahmeena|F|3|3
Tahmina|F|3|3
Taisier|M|2|2
Taisir|M|3|3
Tala|F|1|1
Talaat|M|1|1
Talal|M|5|5
Talat|M|2|2
Taleb|M|1|1
Talib|M|4|4
Tamer|M|3|3
Tamim|M|2|2
Tamir|F?|2|2
Tania|F|2|2
Tanveer|M|3|3
Tanvier|M|2|2
Tanvir|M|3|3
Tanya|F|2|2
Taoufik|M|1|1
Tarek|M|7|7
Tareq|M|5|5
Tarik|M|6|6
Tariq|M|5|5
Tarlan|M|2|2
Taslima|F|1|1
Taufik|M|3|3
Taufiq|M|3|3
Tawfik|M|4|4
Tawfiq|M|3|3
Tayseer|M|2|2
Taysir|M|3|3
Thouraya|F|3|3
Thuraya|F|4|4
Thurayya|F|4|4
Tofayl|M|2|2
Torin|M|1|1
Toufic|M|4|4
Toufik|M|4|4
Touma|M|1|1
Touria|F|1|1
Tuba|F|1|1
Tufail|M|1|1
Turadj|M|1|1
Udai|M|1|1
Uday|M|1|1
Umar|M|4|4
Umaymah|F|1|1
Umid|M|2|2
Uria|M?|1|1
Usama|M|6|6
Usamah|M|5|5
Usman|M|3|3
Uthman|M|2|2
Vahid|M|4|4
Vahida|F|1|1
Vida|F|3|3
Wadad|F|3|3
Waddah|M|2|2
Wadhah|M|2|2
Wadi|M|2|2
Wadid|M|1|1
Wadih|M|2|2
Wael|M|5|5
Wafa|F|6|6
Wafaa|F|5|5
Wafi|M|1|1
Wafik|M|3|3
Wahab|M|2|2
Waheed|M|3|3
Wahib|M|2|2
Wahiba|F|1|1
Wahid|M|5|5
Wahidullah|M|2|2
Waiel|M|3|3
Wail|M|4|4
Wajdi|M|3|3
Wajid|M|2|2
Wajieh|M|2|2
Wajih|M|2|2
Waleed|M|6|6
Wali|M|2|2
Walid|M|7|7
Walli|M|2|2
Waqar|M|2|2
Waseem|M|5|5
Wasim|M|5|5
Wassim|M|6|6
Watban|M|1|1
Wesam|M|4|4
Wessam|M|3|3
Wida|F|1|1
Widad|F|2|2
Wisam|M|4|4
Wissam|M?|6|6
Yacine|M|2|2
Yadollah|M|2|2
Yahya|M|5|5
Yaman|M|1|1
Yamina|F|2|2
Yaseen|M|4|4
Yaser|M|4|4
Yashar|M|2|2
Yasin|M|5|5
Yasir|M|4|4
Yasmin|F|7|7
Yasmina|F|2|2
Yasmine|F|2|2
Yassar|M|2|2
Yasser|M|5|5
Yassin|M|4|4
Yassine|M|3|3
Yassir|M|4|4
Yawar|M|1|1
Yazid|M|2|2
Yehia|M|3|3
Yosra|F|3|3
Youcef|M|2|2
Younes|M|4|4
Yousef|M|6|6
Yousif|M|6|6
Yousra|F|3|3
Youssef|M|7|7
Youssif|M|5|5
Youssouf|M|5|5
Youssra|F|3|3
Yousuf|M|6|6
Yunis|M|3|3
Yusra|F|5|5
Yusrah|F|3|3
Yussuf|M|5|5
Yusuf|M|7|7
Zabihullah|M|2|2
Zahara|F|1|1
Zahed|M|1|1
Zaheda|F|2|2
Zaheer|M|4|4
Zaher|M|4|4
Zahi|M|3|3
Zahia|F|1|1
Zahid|M|3|3
Zahida|F|2|2
Zahir|M|5|5
Zahoor|M|2|2
Zahra|F|8|8
Zaid|M|4|4
Zainab|F|5|5
Zakaria|M|5|5
Zakariya|M|3|3
Zakarya|M|3|3
Zaker|M|1|1
Zaki|M|3|3
Zakia|F|3|3
Zakira|F|1|1
Zakiyyah|F|2|2
Zaman|M|2|2
Zamin|M|1|1
Zamir|M|1|1
Zana|F|3|3
Zareef|M|1|1
Zaria|F|1|1
Zarif|M|2|2
Zarifa|F|1|1
Zarin|F|1|1
Zayd|M|4|4
Zaydan|M|2|2
Zayn|M|2|2
Zayna|F|5|5
Zaynab|F|5|5
Zaynah|F|5|5
Zeena|F|4|4
Zeeshan|M|1|1
Zeid|M|3|3
Zeidan|M|2|2
Zein|M|2|2
Zeina|F|7|7
Zeinab|F|6|6
Zekeria|M|2|2
Zekeriya|M|2|2
Zeki|M|3|3
Zeyad|M|2|2
Zeynab|F|2|2
Zia|M|2|2
Ziad|M|7|7
Zied|M|2|2
Zina|F|4|4
Zinedine|M|1|1
Ziwar|F|2|2
Ziyad|M|4|4
Zohra|F|6|6
Zohreh|F|4|4
Zoubir|M|1|1
Zouhair|M|5|5
Zouheir|M|5|5
Zoulikha|F|1|1
Zuhair|M|5|5
Zuhayr|M|5|5
Zuheir|M|5|5
Zulfaqar|M|3|3
Zulfikar|M|4|4
Zulfiqar|M|4|4
